,simplified,traditional,pinyin,meaning,hsk,audio_file
2607,她很漂亮，成了晚会的焦点。,她很漂亮，成了晚會的焦點。,"Tā hěn piàoliang, chéng le wǎnhuì de jiāodiǎn.",She is very pretty. She became the focus of the party.,6,2607.mp3
2608,他们的战略发生了改变。,他們的戰略發生了改變。,Tāmen de zhànlüè fāshēngle gǎibiàn.,Their strategy has changed.,6,2608.mp3
2609,您的脉搏很正常。,您的脈搏很正常。,Nín de màibó hěn zhèngcháng.,Your pulse is normal.,6,2609.mp3
2610,他从口袋里掏出一把枪。,他從口袋裏掏出一把槍。,Tā cóng kǒudai lǐ tāochū yī bǎ qiāng.,He drew a gun from his pocket.,6,2610.mp3
2611,地球环境在不断地恶化。,地球環境在不斷地惡化。,Dìqiú huánjìng zài bùduàn de èhuà.,The earth's environment is deteriorating.,6,2611.mp3
2612,积雪阻碍了交通。,積雪阻礙了交通。,Jīxuě zǔ'àile jiāotōng.,The buildup of snow has blocked traffic.,6,2612.mp3
2613,政府官员受人民的监督。,政府官員受人民的監督。,Zhèngfǔ guānyuán shòu rénmín de jiāndū.,Government officials are subject to the supervision of the people.,6,2613.mp3
2614,我的儿子上幼稚园了。,我的兒子上幼稚園了。,Wǒ de érzi shàng yòuzhìyuán le.,My son is attending kindergarten now.,6,2614.mp3
2615,宪法是一个国家最基本的章程。,憲法是一個國家最基本的章程。,Xiànfǎ shì yī gè guójiā zuì jīběn de zhāngchéng.,A constitution is the basic law of a state.,6,2615.mp3
2616,穷人遭到歧视。,窮人遭到歧視。,Qióngrén zāodào qíshì.,The poor are discriminated against.,6,2616.mp3
2617,她要挑战自身的极限。,她要挑戰自身的極限。,Tā yào tiǎozhàn zìshēn de jíxiàn.,She wants to challenge her own limits.,6,2617.mp3
2618,老师对我很严厉。,老師對我很嚴厲。,Lǎoshī duì wǒ hěn yánlì.,The teacher is very strict with me.,6,2618.mp3
2619,港口上停了很多船。,港口上停了很多船。,Gǎngkǒu shàng tíngle hěn duō chuán.,A lot of boats are moored at the port.,6,2619.mp3
2620,丑闻曝光了。,醜聞曝光了。,chǒuwén  pù  guāng le.,The scandal has been exposed.,6,2620.mp3
2621,消防员扑灭了大火。,消防員撲滅了大火。,Xiāofángyuán pūmièle dàhuǒ.,The firemen have put out the fire.,6,2621.mp3
2622,这件古董价值连城。,這件古董價值連城。,Zhè jiàn gǔdǒng jiàzhí liánchéng.,This antique is priceless.,6,2622.mp3
2623,她的内心很压抑。,她的內心很壓抑。,Tā de nèixīn hěn yāyì.,She feels very depressed (by an accumulation of pent-up feelings).,6,2623.mp3
2624,流浪者的生活很悲惨。,流浪者的生活很悲慘。,Liúlàngzhě de shēnghuó hěn bēicǎn.,The lives of the homeless are miserable.,6,2624.mp3
2625,他的小说发行了。,他的小說發行了。,Tā de xiǎoshuō fāxíng le.,His novel has been released.,6,2625.mp3
2626,火星离地球很遥远。,火星離地球很遙遠。,Huǒxīng lí dìqiú hěn yáoyuǎn.,Mars is far away from the Earth.,6,2626.mp3
2627,她枕着手臂睡着了。,她枕著手臂睡著了。,Tā zhěnzhe shǒubì shuìzháo le.,She put her head on her arms and fell asleep.,6,2627.mp3
2628,他是个很爱炫耀的人。,他是個很愛炫耀的人。,Tā shì gè hěn ài xuànyào de rén.,He's a show-off.,6,2628.mp3
2629,她厌倦了母亲的唠叨。,她厭倦了母親的嘮叨。,Tā yànjuànle mǔqin de láodao.,She's tired of her mother's nagging.,6,2629.mp3
2630,花在风中摇摆。,花在風中搖擺。,Huā zài fēng zhōng yáobǎi.,The flower is waving in the wind.,6,2630.mp3
2631,保险是一种保障。,保險是一種保障。,Bǎoxiǎn shì yīzhǒng bǎozhàng.,Insurance is a form of protection.,6,2631.mp3
2632,苹果腐烂了。,蘋果腐爛了。,Píngguǒ fǔlàn le.,The apple is rotten.,6,2632.mp3
2633,根据统计，世界人口有六十亿。,根據統計，世界人口有六十億。,"Gēnjù tǒngjì, shìjiè rénkǒu yǒu liù shí yì.","According to statistics, the world's population is 6 billion.",6,2633.mp3
2634,比赛还没结束。,比賽還沒結束。,Bǐsài hái méi jiéshù.,The game is not over yet.,6,2634.mp3
2635,冰块融化了。,冰塊融化了。,Bīngkuài rónghuà le.,The ice cube is melting.,6,2635.mp3
2636,一条大鱼被捞上来了。,一條大魚被撈上來了。,Yī tiáo dà yú bèi lāo shànglái le.,A big fish was caught (in a net).,6,2636.mp3
2637,我和爸爸去打猎。,我和爸爸去打獵。,Wǒ hé bàba qù dǎliè.,My father and I are going to hunt together.,6,2637.mp3
2638,马跨过了障碍。,馬跨過了障礙。,Mǎ kuàguòle zhàng'ài.,The horse jumped over the hurdle.,6,2638.mp3
2639,很多美国人爱自己的祖国。,很多美國人愛自己的祖國。,Hěn duō Měiguó rén ài zìjǐ de zǔguó.,Many Americans love their country.,6,2639.mp3
2640,公共场所禁止吸烟。,公共場所禁止吸煙。,Gōnggòng chǎngsuǒ jìnzhǐ xīyān.,There's no smoking in public places.,6,2640.mp3
2641,他责备他的迂腐和固执。,他責備他的迂腐和固執。,Tā zébèi tā de yūfǔ hé gùzhí.,He criticized him for being pedantic and stubborn.,6,2641.mp3
2642,团队的气氛很和谐。,團隊的氣氛很和諧。,Tuánduì de qìfēn hěn héxié.,The team has a harmonious atmosphere.,6,2642.mp3
2643,如果不想吃，就不要勉强。,如果不想吃，就不要勉強。,"Rúguǒ bù xiǎng chī, jiù bùyào miǎnqiǎng.","If you don't want to eat, don't force yourself.",6,2643.mp3
2644,大家都应该遵守法律条款。,大家都應該遵守法律條款。,Dàjiā dōu yīnggāi zūnshǒu fǎlǜ tiáokuǎn.,Everyone should follow the law.,6,2644.mp3
2645,汽车的引擎损坏了。,汽車的引擎損壞了。,Qìchē de yǐnqíng sǔnhuài le.,The car's engine has been damaged.,6,2645.mp3
2646,妈妈在包装圣诞礼物。,媽媽在包裝聖誕禮物。,Māma zài bāozhuāng Shèngdàn lǐwù.,Mom is packing the Christmas presents.,6,2646.mp3
2647,由于下雨比赛中断了。,由於下雨比賽中斷了。,Yóuyú xiàyǔ bǐsài zhōngduàn le.,The game has been suspended due to rain.,6,2647.mp3
2648,这些谷物颗粒饱满。,這些穀物顆粒飽滿。,Zhèxiē gǔwù kēlì bǎomǎn.,These grains are plump.,6,2648.mp3
2649,她在挑选番茄。,她在挑選番茄。,Tā zài tiāoxuǎn fānqié.,She's choosing tomatoes.,6,2649.mp3
2650,水是液体。,水是液體。,Shuǐ shì yètǐ.,Water is a liquid.,6,2650.mp3
2651,这个黑帮组织的势力很大。,這個黑幫組織的勢力很大。,Zhèige hēibāng zǔzhī de shìlì hěn dà.,This gang has great power.,6,2651.mp3
2652,我有很多现金资产。,我有很多現金資產。,Wǒ yǒu hěn duō xiànjīn zīchǎn.,I have a lot of cash assets.,6,2652.mp3
2653,美军占领了这里。,美軍佔領了這裏。,Měijūn zhànlǐngle zhèli.,The American troops have occupied this place.,6,2653.mp3
2654,这些灾民很饥饿。,這些災民很飢餓。,Zhèxiē zāimín hěn jī'è.,These disaster victims are starving.,6,2654.mp3
2655,财政大臣发表了今年的预算报告。,財政大臣發表了今年的預算報告。,Cáizhèng dàchén fābiǎole jīnnián de yùsuàn bàogào.,The financial minister has delivered this year's budget report.,6,2655.mp3
2656,它们的外表有什么差别？,它們的外表有什麼差別？,Tāmen de wàibiǎo yǒu shénme chābié?,How does their external appearance differ?,6,2656.mp3
2657,政府抨击了一些人的反动言论。,政府抨擊了一些人的反動言論。,Zhèngfǔ pēngjī le yīxiē rén de fǎndòng yánlùn.,The government attacked a few people for their reactionary speeches.,6,2657.mp3
2658,脂肪减少了。,脂肪減少了。,Zhīfáng jiǎnshǎo le.,There's been a reduction in fat.,6,2658.mp3
2659,树倒塌了。,樹倒塌了。,Shù dǎotā le.,The tree has collapsed.,6,2659.mp3
2660,房间的装饰很华丽。,房間的裝飾很華麗。,Fángjiān de zhuāngshì hěn huálì.,The room is gorgeously decorated.,6,2660.mp3
2661,她在等朋友的答复。,她在等朋友的答復。,Tā zài děng péngyou de dáfù.,She's waiting for her friend's reply.,6,2661.mp3
2662,过马路要走人行横道。,過馬路要走人行橫道。,Guò mǎlù yào zǒu rénxíng héngdào.,"To cross the street, one should use the crosswalk.",6,2662.mp3
2663,这是我的工作岗位。,這是我的工作崗位。,Zhè shì wǒ de gōngzuò gǎngwèi.,This is my job station.,6,2663.mp3
2664,钻石的光芒很耀眼。,鑽石的光芒很耀眼。,Zuànshí de guāngmáng hěn yàoyǎn.,The brilliance of diamonds is dazzling.,6,2664.mp3
2665,女儿的裙子是粉色的。,女兒的裙子是粉色的。,Nǚ'ér de qúnzi shì fěnsè de.,My daughter's skirt is pink.,6,2665.mp3
2666,记者揭露了那个官员的贪污问题。,記者揭露了那個官員的貪污問題。,Jìzhě jiēlù le nèige guānyuán de tānwū wèntí.,The reporter exposed the corrupt activities of that official.,6,2666.mp3
2667,你近来情况如何？,你近來情況如何？,Nǐ jìnlái qíngkuàng rúhé?,How have you been recently?,6,2667.mp3
2668,她用显微镜观察细胞膜。,她用顯微鏡觀察細胞膜。,Tā yòng xiǎnwēijìng guānchá xìbāomó.,She is observing cell membranes with a microscope.,6,2668.mp3
2669,他是个诈骗犯。,他是個詐騙犯。,Tā shì gè zhàpiànfàn.,He's a swindler.,6,2669.mp3
2670,她是非常谦虚的人。,她是非常謙虛的人。,Tā shì fēicháng qiānxū de rén.,She's a very modest person.,6,2670.mp3
2671,她穿了一条崭新的裙子。,她穿了一條嶄新的裙子。,Tā chuānle yī tiáo zhǎnxīn de qúnzi.,She's wearing a brand-new skirt.,6,2671.mp3
2672,他在笑，她亦笑。,他在笑，她亦笑。,"Tā zài xiào, tā yì xiào.","He is laughing, and she is laughing too.",6,2672.mp3
2673,这条钻石项链非常昂贵。,這條鑽石項鏈非常昂貴。,Zhètiáo zuànshí xiàngliàn fēicháng áng'guì.,This diamond necklace is extremely expensive.,6,2673.mp3
2674,他们履行了合同。,他們履行了合同。,Tāmen lǚxíngle hétong.,They've carried out the contract.,6,2674.mp3
2675,他背负着沉重的房屋贷款。,他背負著沉重的房屋貸款。,Tā bēifùzhe chénzhòng de fángwū dàikuǎn.,He has a home mortgage loan that is a heavy burden.,6,2675.mp3
2676,地上的米饭引来了一群蚂蚁。,地上的米飯引來了一群螞蟻。,Dìshàng de mǐfàn yǐnlái le yī qún mǎyǐ.,The rice on the floor drew a swarm of ants.,6,2676.mp3
2677,他们进行了军事演习。,他們進行了軍事演習。,Tāmen jìnxíngle jūnshì yǎnxí.,They conducted a military maneuver.,6,2677.mp3
2678,他的表情很僵硬。,他的表情很僵硬。,Tā de biǎoqíng hěn jiāngyìng.,He wore a stiff expression.,6,2678.mp3
2679,我是个平凡的人。,我是個平凡的人。,Wǒ shì gè píngfán de rén.,I'm an ordinary person.,6,2679.mp3
2680,这里的黎明静悄悄。,這裏的黎明靜悄悄。,Zhèli de límíng jìngqiāoqiāo.,The dawn here is very quiet.,6,2680.mp3
2681,他是个顽固的老头。,他是個頑固的老頭。,Tā shì gè wángù de lǎotóu.,He's a stubborn old man.,6,2681.mp3
2682,毒品贩卖是违法的。,毒品販賣是違法的。,Dúpǐn fànmài shì wéifǎ de.,Selling drugs is illegal.,6,2682.mp3
2683,他的双腿瘫痪了。,他的雙腿癱瘓了。,Tā de shuāng tuǐ tānhuàn le.,His legs were paralyzed.,6,2683.mp3
2684,他 性格 活泼。,他 性格 活潑。,Tā xìnggé huópō.,He has a lively personality.,6,2684.mp3
2685,我们常用蜜蜂比喻勤劳的人。,我們常用蜜蜂比喻勤勞的人。,Wǒmen cháng yòng mìfēng bǐyù qínláo de rén.,We often use bees as a metaphor for diligent people.,6,2685.mp3
2686,古代的皇帝曾经住在这里。,古代的皇帝曾經住在這裏。,Gǔdài de huángdì céngjīng zhù zài zhèli.,The ancient emperors lived here.,6,2686.mp3
2687,他协调双方的工作。,他協調雙方的工作。,Tā xiétiáo shuāngfāng de gōngzuò.,He coordinates the work of both sides.,6,2687.mp3
2688,男孩跟随着父亲。,男孩跟隨著父親。,Nánhái gēnsuízhe fùqin.,The boy is following his father.,6,2688.mp3
2689,这是一件罕见的宝物。,這是一件罕見的寶物。,Zhè shì yī jiàn hǎnjiàn de bǎowù.,This is a rarely-seen treasure.,6,2689.mp3
2690,我感到很为难。,我感到很為難。,Wǒ gǎndào hěn wéinán.,I'm in a quandary.,6,2690.mp3
2691,这个政府官员很腐败。,這個政府官員很腐敗。,Zhège zhèngfǔ guānyuán hěn fǔbài.,This government official is very corrupt.,6,2691.mp3
2692,木板宽27毫米。,木板寬27毫米。,Mùbǎn kuān èrshí qī háomǐ.,The board is 27 millimeters wide.,6,2692.mp3
2693,油漆未干。,油漆未乾。,Yóuqī wèi gān.,"Wet Paint [lit., ""The paint has not yet dried.""]",6,2693.mp3
2694,旧照片让我想起了往事。,舊照片讓我想起了往事。,Jiù zhàopiàn ràng wǒ xiǎngqǐle wǎngshì.,The old pictures remind me of the past.,6,2694.mp3
2695,我分辨不出谁是哥哥。,我分辨不出誰是哥哥。,Wǒ fēnbiàn bùchū shéi shì gēge.,I can't tell which is the older brother.,6,2695.mp3
2696,这是政府的一个行政单位。,這是政府的一個行政單位。,Zhè shì zhèngfǔ de yí gè xíngzhèng dānwèi.,This is an administrative unit of the government.,6,2696.mp3
2697,素子安置好了她朋友的住处。,素子安置好了她朋友的住處。,Sù Zǐ ānzhì hǎo le tā péngyou de zhùchù.,Su Zi arranged good accommodations for her friend.,6,2697.mp3
2698,他跌倒了。,他跌倒了。,Tā diēdǎo le.,He fell down.,6,2698.mp3
2699,在这次战役中，敌人很狡猾。,在這次戰役中，敵人很狡猾。,"Zài zhècì zhànyì zhōng, dírén hěn jiǎohuá.","In this battle, the enemy was very cunning.",6,2699.mp3
2700,她遭到了殴打。,她遭到了毆打。,Tā zāodàole ōudǎ.,She's been beaten up.,6,2700.mp3
2701,他是权威的脑科专家。,他是權威的腦科專家。,Tā shì quánwēi de nǎokē zhuānjiā.,He is an authority among brain specialists.,6,2701.mp3
2702,他用现金来偿还贷款。,他用現金來償還貸款。,Tā yòng xiànjīn lái chánghuán dàikuǎn.,He repaid his loan in cash.,6,2702.mp3
2703,工厂里的工人罢工了。,工廠裏的工人罷工了。,Gōngchǎng lǐ de gōngrén bàgōng le.,The workers in the factory are on strike.,6,2703.mp3
2704,她迈上了台阶。,她邁上了臺階。,Tā màishàngle táijiē.,She went up the steps.,6,2704.mp3
2705,他吸毒了，被警察强制戒毒。,他吸毒了，被警察強制戒毒。,"Tā xīdú le, bèi jǐngchá qiángzhì jièdú.",He was taking drugs and was then forced by the police to quit drugs.,6,2705.mp3
2706,我要到便利商店买东西。,我要到便利商店買東西。,Wǒ yào dào biànlì shāngdiàn mǎi dōngxi.,I'm going to the convenience store to buy something.,6,2706.mp3
2707,她对烹饪有兴趣。,她對烹飪有興趣。,Tā duì pēngrèn yǒu xìngqù.,She is interested in cooking.,6,2707.mp3
2708,癌细胞扩散了。,癌細胞擴散了。,Áixìbāo kuòsàn le.,The cancer cells have spread.,6,2708.mp3
2709,今年的雨量比预期的少。,今年的雨量比預期的少。,Jīn'Nián de yǔliàng bǐ yùqī de shǎo.,This year's rainfall is less than expected.,6,2709.mp3
2710,法官依据法律来审判。,法官依據法律來審判。,Fǎguān yījù fǎlǜ lái shěnpàn.,The judge tries cases in accordance with the law.,6,2710.mp3
2711,木窗上雕刻着精美的图案。,木窗上雕刻著精美的圖案。,Mùchuāng shàng diāokè zhe jīngměi de tú'àn.,On the wooden window are carved beautiful patterns.,6,2711.mp3
2712,政府制定了教育规划。,政府制定了教育規劃。,Zhèngfǔ zhìdìngle jiàoyù guīhuà.,The government has developed an education plan.,6,2712.mp3
2713,孔 小姐 决定 跟 她 男朋友 分手 了。,孔 小姐 決定 跟 她 男朋友 分手 了。,Kǒng xiǎojiě juédìng gēn tā nánpéngyou fēnshǒu le.,Ms. Kong decided to break up with her boyfriend.,6,2713.mp3
2714,帆船在茫茫大海中航行。,帆船在茫茫大海中航行。,Fānchuán zài mángmáng dàhǎi zhōng hángxíng.,The boat is sailing on the boundless ocean.,6,2714.mp3
2715,神庙由柱子支撑着。,神廟由柱子支撐著。,Shénmiào yóu zhùzi zhīchēngzhe.,The temple is supported by pillars.,6,2715.mp3
2716,我们都爱吃冰淇淋。,我們都愛吃冰淇淋。,Wǒmen dōu ài chī bīngqilín.,We all love ice cream.,6,2716.mp3
2717,我们是同胞姐妹。,我們是同胞姐妹。,Wǒmen liǎ shì tóngbāo jiěmèi.,We are twin sisters.,6,2717.mp3
2718,树林里有一片沼泽地。,樹林裏有一片沼澤地。,Shùlín lǐ yǒu yī piàn zhǎozédì.,There is a stretch of swampland in the forest.,6,2718.mp3
2719,我的祖先是从英国来的。,我的祖先是從英國來的。,Wǒde zǔxiān shì cóng Yīngguó lái de.,My ancestors came from Britain.,6,2719.mp3
2720,她戴着一串珍珠项链。,她戴著一串珍珠項鏈。,Tā dàizhe yī chuàn zhēnzhū xiàngliàn.,She wears a pearl necklace.,6,2720.mp3
2721,他援用生动的案例来讲解。,他援用生動的案例來講解。,Tā yuányòng shēngdòng de ànlì lái jiǎngjiě.,He explains by citing vivid cases.,6,2721.mp3
2722,"说 实话, 我们 感到 很 恼火。","說 實話, 我們 感到 很 惱火。","Shuō shíhuà, wǒmen gǎndào hěn nǎohuǒ.","To tell the truth, we feel very annoyed.",6,2722.mp3
2723,我准备回国探望亲友。,我準備回國探望親友。,Wǒ zhǔnbèi huíguó tànwàng qīnyǒu.,I'm going back to my home country to visit relatives and friends.,6,2723.mp3
2724,这些书颇重。,這些書頗重。,Zhèxiē shū pō zhòng.,These books are rather heavy.,6,2724.mp3
2725,大雪覆盖着大地。,大雪覆蓋著大地。,Dàxuě fùgàizhe dàdì.,Heavy snow covered the ground.,6,2725.mp3
2726,这是初步的方案。,這是初步的方案。,Zhè shì chūbù de fāng'àn.,This is the preliminary program.,6,2726.mp3
2727,有时，河流是国家的边界。,有時，河流是國家的邊界。,"Yǒu shí, héliú shì guójiā de biānjiè.","Sometimes, rivers are the borders between nations.",6,2727.mp3
2728,他做事很挑剔。,他做事很挑剔。,Tā zuòshì hěn tiāoti.,He's very particular about the work he's doing.,6,2728.mp3
2729,老鹰在空中飞翔。,老鷹在空中飛翔。,Lǎoyīng zài kōngzhōng fēixiáng.,The eagle is flying in the sky.,6,2729.mp3
2730,良好的饮食习惯缔造健康的人生。,良好的飲食習慣締造健康的人生。,Liánghǎo de yǐnshí xíguàn dìzào jiànkāng de rénshēng.,Good eating habits create healthy lives.,6,2730.mp3
2731,她们看的故事书很热门。,她們看的故事書很熱門。,Tāmen kàn de gùshishū hěn rèmén.,The story books they read are very popular.,6,2731.mp3
2732,有人举报了他，警察在审查他。,有人舉報了他，警察在審查他。,"Yǒu rén jǔbào le tā, jǐngchá zài shěnchá tā.",Somebody reported on him. The police are investigating him.,6,2732.mp3
2733,我们谴责家庭暴力。,我們譴責家庭暴力。,Wǒmen qiǎnzé jiātíng bàolì.,We denounce domestic violence.,6,2733.mp3
2734,他在测量木板的长度。,他在測量木板的長度。,Tā zài cèliáng mùbǎn de chángdù.,He's measuring the length of the wooden board.,6,2734.mp3
2735,导弹的威力很大。,導彈的威力很大。,Dǎodàn de wēilì hěn dà.,The power of missiles is very big.,6,2735.mp3
2736,他向殉职的同伴敬礼。,他向殉職的同伴敬禮。,Tā xiàng xùnzhí de tóngbàn jìnglǐ.,He saluted his companion who died in the line of duty.,6,2736.mp3
2737,她跳舞时的姿态很美。,她跳舞時的姿態很美。,Tā tiàowǔ shí de zītài hěn měi.,Her motions when dancing are lovely.,6,2737.mp3
2738,我们发财了。,我們發財了。,Wǒmen fācái le.,We've made a fortune.,6,2738.mp3
2739,那里是国际金融中心。,那裡是國際金融中心。,Nàlǐ shì guójì jīnróng zhōngxīn.,That's an international financial center over there.,6,2739.mp3
2740,他在品尝酒的滋味。,他在品嘗酒的滋味。,Tā zài pǐncháng jiǔ de zīwèi.,He's tasting the wine/savoring the taste of the wine.,6,2740.mp3
2741,她把药丸吞下去。,她把藥丸吞下去。,Tā bǎ yàowán tūn xiàqù.,She swallowed the pill.,6,2741.mp3
2742,这座雕塑很有名。,這座雕塑很有名。,Zhè zuò diāosù hěn yǒumíng.,This sculpture is very famous.,6,2742.mp3
2743,中华人民共和国简称中国。,中華人民共和國簡稱中國。,Zhōnghuá Rénmín Gònghéguó jiǎnchēng Zhōngguó.,The People's Republic of China is shortened to China.,6,2743.mp3
2744,农业迅速发展，从而为轻工业提供了充足的原料。,農業迅速發展，從而為輕工業提供了充足的原料。,"Nóngyè xùnsù fāzhǎn, cóng'ér wèi qīnggōngyè tígōngle chōngzú de yuánliào.","Agriculture has developed rapidly, thus providing light industry with ample raw materials.",6,2744.mp3
2745,机器可以代替人工作。,機器可以代替人工作。,Jīqì kěyǐ dàitì rén gōngzuò.,Machines can do the work of humans.,6,2745.mp3
2746,群众要求政府进行改革。,群眾要求政府進行改革。,Qúnzhòng yāoqiú zhèngfǔ jìnxíng gǎigé.,The masses demand that the government  reform.,6,2746.mp3
2747,小孩儿在钻水泥管子。,小孩兒在鑽水泥管子。,Xiǎoháir zài zuān shuǐní guǎnzi.,The child is making his way through the concrete pipe.,6,2747.mp3
2748,她深深地吸了一口气。,她深深地吸了一口氣。,Tā shēnshēn de xīle yī kǒu qì.,She took a deep breath.,6,2748.mp3
2749,信息产业发展很快。,信息產業發展很快。,Xìnxī chǎnyè fāzhǎn hěn kuài.,The information industry is developing rapidly.,6,2749.mp3
2750,这些丝绸的品质很好。,這些絲綢的品質很好。,Zhèxiē sīchóu de pǐnzhì hěn hǎo.,The quality of the silk is very good.,6,2750.mp3
2751,他在算数学。,他在算數學。,Tā zài suàn shùxué.,He's doing math.,6,2751.mp3
2752,这座宫殿很豪华。,這座宮殿很豪華。,Zhè zuò gōngdiàn hěn háohuá.,This palace is very luxurious.,6,2752.mp3
2753,喇叭太响了。,喇叭太響了。,Lǎba tài xiǎng le.,The horn is too loud.,6,2753.mp3
2754,大家挥舞着旗帜。,大家揮舞著旗幟。,Dàjiā huīwǔzhe qízhì.,Everyone is waving flags.,6,2754.mp3
2755,游戏能帮助孩子智力成长。,遊戲能幫助孩子智力成長。,Yóuxì néng bāngzhù háizi zhìlì chéngzhǎng.,Games can help childrens' intelligence develop.,6,2755.mp3
2756,他们的意见有分歧。,他們的意見有分歧。,Tāmen de yìjiàn yǒu fēnqí.,They have a difference of opinion.,6,2756.mp3
2757,她注册成为网站用户。,她註冊成為網站用戶。,Tā zhùcè chéngwéi wǎngzhàn yònghù.,She registered as a site user.,6,2757.mp3
2758,他当选为总统。,他當選為總統。,Tā dāngxuǎn wéi zǒngtǒng.,He was elected President.,6,2758.mp3
2759,她觉得生活很空虚。,她覺得生活很空虛。,Tā juéde shēnghuó hěn kōngxū.,She feels that life is empty.,6,2759.mp3
2760,他在贴瓷砖。,他在貼瓷磚。,Tā zài tiē cízhuān.,"He's laying [lit., ""sticking on""] ceramic tiles.",6,2760.mp3
2761,沙滩上有狗的踪迹。,沙灘上有狗的蹤跡。,Shātān shàng yǒu gǒu de zōngjì.,There are dog tracks on the shore.,6,2761.mp3
2762,他总是排斥他的同学。,他總是排斥他的同學。,Tā zǒngshì páichì tāde tóngxué.,He is always rejecting his classmates.,6,2762.mp3
2763,他们每天都很忙碌。,他們每天都很忙碌。,Tāmen měi tiān dōu hěn mánglù.,They're very busy every day.,6,2763.mp3
2764,他在进行视力测验。,他在進行視力測驗。,Tā zài jìnxíng shìlì cèyàn.,He is having a vision examination.,6,2764.mp3
2765,铜版上刻有字。,銅版上刻有字。,Tóngbǎn shàng kè yǒu zì.,The copper plate is engraved with words.,6,2765.mp3
2766,棉花很柔软。,棉花很柔軟。,Miánhua hěn róuruǎn.,Cotton is very soft.,6,2766.mp3
2767,她在看地毯的新样品。,她在看地毯的新樣品。,Tā zài kàn dìtǎn de xīn yàngpǐn.,She's looking at the new carpet samples.,6,2767.mp3
2768,他无法忍耐她的做法，骂了她。,他無法忍耐她的做法，罵了她。,"Tā wúfǎ rěnnài tāde zuòfǎ, mà le tā.",He couldn't stand her ways and he scolded her.,6,2768.mp3
2769,计划开始实行了。,計劃開始實行了。,Jìhuà kāishǐ shíxíng le.,The plan has been put into action.,6,2769.mp3
2770,游泳是她的专长。,游泳是她的專長。,Yóuyǒng shì tā de zhuāncháng.,Swimming is her specialty.,6,2770.mp3
2771,他在辩解自己的错误。,他在辯解自己的錯誤。,Tā zài biànjiě zìjǐ de cuòwù.,He is making excuses for his mistakes.,6,2771.mp3
2772,日记里记载了她的日常生活。,日記裏記載了她的日常生活。,Rìjì lǐ jìzǎile tā de rìcháng shēnghuó.,Her diary is a record of her daily life.,6,2772.mp3
2773,法律体系很完善。,法律體系很完善。,Fǎlǜ tǐxì hěn wánshàn.,The legal system is perfect.,6,2773.mp3
2774,他疲惫不堪。,他疲憊不堪。,Tā píbèi-bùkān.,He's utterly exhausted.,6,2774.mp3
2775,她的脾气很温和。,她的脾氣很溫和。,Tāde píqi hěn wēnhé.,She has a mild temperament.,6,2775.mp3
2776,能源的供给依仗石油的开采。,能源的供給依仗石油的開採。,Néngyuán de gōngjǐ yīzhàng shíyóu de kāicǎi.,The energy supply depends on the exploitation of petroleum.,6,2776.mp3
2777,他们在练习搏斗。,他們在練習搏鬥。,Tāmen zài liànxí bódòu.,They are learning how to fight.,6,2777.mp3
2778,他不顾我们的感受。,他不顧我們的感受。,Tā búgù wǒmen de gǎnshòu.,He ignored our feelings.,6,2778.mp3
2779,太阳发出耀眼的光辉。,太陽發出耀眼的光輝。,Tàiyáng fāchū yàoyǎn de guānghuī.,The sun shone with dazzling brightness.,6,2779.mp3
2780,小女孩在拾玩具。,小女孩在拾玩具。,Xiǎo nǚhái zài shí wánjù.,The little girl is picking up the toys.,6,2780.mp3
2781,感冒的征兆是流鼻涕。,感冒的徵兆是流鼻涕。,Gǎnmào de zhēngzhào shì liú bíti.,The sign of an impending cold is a runny nose.,6,2781.mp3
2782,她的职务是部门主管。,她的職務是部門主管。,Tā de zhíwù shì bùmén zhǔguǎn.,Her position is division manager.,6,2782.mp3
2783,你敢挑衅我？,你敢挑釁我？,Nǐ gǎn tiǎoxìn wǒ?,How dare you try to provoke me?,6,2783.mp3
2784,小摊上摆着很多种蔬菜。,小攤上擺著很多種蔬菜。,Xiǎo tān shàng bǎizhe hěn duō zhǒng shūcài.,Many vegetables are on display at the stall.,6,2784.mp3
2785,凡尔赛宫金碧辉煌。,凡爾賽宮金碧輝煌。,Fán'ěrsàigōng jīnbì-huīhuáng.,Versailles is splendid in green and gold.,6,2785.mp3
2786,飞机的机翼很大。,飛機的機翼很大。,Fēijī de jīyì hěn dà.,The plane's wings are very big.,6,2786.mp3
2787,当心扒手！,當心扒手！,Dāngxīn páshǒu!,Watch out for pick-pockets.,6,2787.mp3
2788,她笑着对我眨眼。,她笑著對我眨眼。,Tā xiàozhe duì wǒ zhǎyǎn.,She smiled and winked at me.,6,2788.mp3
2789,这套首饰是珠宝商赞助的。,這套首飾是珠寶商贊助的。,Zhè tào shǒushi shì zhūbǎoshāng zànzhù de.,This set of jewelry is provided by the jeweler.,6,2789.mp3
2790,叭的一声，吉他弦断了。,叭的一聲，吉他弦斷了。,"Bā de yī shēng, jítā xián duàn le.",The guitar string broke with a snap.,6,2790.mp3
2791,下雨，因此比赛延期了。,下雨，因此比賽延期了。,"Xiàyǔ, yīncǐ bǐsài yánqī le.",The game will be postponed because it's raining.,6,2791.mp3
2792,北极熊生活在北极。,北極熊生活在北極。,Běijíxióng shēnghuó zài Běijí.,Polar bears live at the North Pole.,6,2792.mp3
